CID,CRPName,Party
N00046693,"Sharon, Jennifer",R
N00046694,"Parry, Darren",D
N00046695,"Thorpe, Devin",D
N00046696,"Robinson, Trey",D
N00046697,"Christensen, Trent",R
N00046698,"Anantatmula, Manga",R
N00046700,"Beach, Carl",D
N00046719,"James, Jamesia",D
N00046720,"Fortuin, John",3
N00046722,"Pierce, Antoine",D
N00046723,"Fredrickson, Wendie",3
N00046724,"Wewel, Larry",R
N00046725,"Walsh, Bob",L
N00046726,"Cope, Roy Dale",R
N00046727,"Short, Robert",R
N00046728,"Mcguigan, John",D
N00046730,"Lydon, Rob",D
N00046732,"Bradley, Melissa",3
N00046733,"Laws, Jerry",R
N00046734,"Whitehead, Justin",R
N00046735,"Petel, Ran",R
N00046736,"Campbell, Samantha",D
N00046737,"Phan, Tuan",D
N00046738,"Reynolds, Phil",R
N00046739,"Goodwyn, Bob",L
N00046740,"Mallory, Jason",3
N00046742,"Smith, Christopher C",D
N00046743,"Cooper, Otis Lee",I
N00046744,"Petris, Enrique",D
N00046745,"Daly, Christian",I
N00046746,"Anderson, Chad D",D
N00046747,"Manoogian, Ara",D
N00046748,"Barris, Liz",D
N00046749,"Kimbler, Patrice",R
N00046750,"Graham, Michael",3
N00046751,"McLeod, Jalen",D
N00046752,"Mata, Richard",3
N00046753,"Wilkins, Nathan",R
N00046754,"Jahn, Lucinda",I
N00046755,"Cortes, Jose",3
N00046756,"Caballero, Jose",D
N00046757,"Garcia, Fernando",I
N00046758,"McGannon, James",D
N00046759,"Montague, Willie",R
N00046760,"Franklin, Scott",R
N00046761,"McLaughlin, Christy",R
N00046762,"Flynn, Frances",R
N00046763,"Holliday, Lindsay",D
N00046764,"Weeks, Kellie",R
N00046765,"Gonzales, Caesar",R
N00046766,"Akana, Joe",R
N00046767,"Hepker, Mathew Thomas Mr",R
N00046768,"Hughes, Charles",D
N00046769,"Lasky, Chistopher",R
N00046770,"Olson, William",D
N00046772,"Harris, Lance",R
N00046773,"Letlow, Luke",R
N00046774,"Wellington, Don",D
N00046775,"Cashin, Erika",R
N00046776,"Heartstrong, Winnie",R
N00046777,"West, Charles",D
N00046779,"Glisson, Jim",R
N00046780,"Nelson, Ollie",D
N00046781,"Shaikh, Nasir",R
N00046782,"Thomas, Robert",R
N00046783,"Hughes, Eric Nathan",D
N00046784,"Pichardo, Laura",R
N00046785,"Colon, Robert",D
N00046786,"Ward, Christopher",D
N00046787,"Johnson, David",R
N00046788,"Walters, Ralf",R
N00046789,"Fekete, Steven",R
N00046790,"Zwinak, Tamara",3
N00046791,"Debruhl, Tracey",L
N00046792,"Cradle, Keith",D
N00046793,"Jones, Steve",I
N00046794,"Dunn, Richard",I
N00046796,"Crispin, Gary",D
N00046797,"Kempton, Gregory",D
N00046798,"Tapper, Marlene",D
N00046799,"Wilson, Kevin",L
N00046800,"Harris, Robert",R
N00046801,"Dulaney, Cleophus",R
N00046802,"Perkins, Steve",L
N00046803,"Redinger, Gene C",D
N00046804,"Potter, Quentin",D
N00046805,"Rosewicz, Peter",D
N00046806,"Barrett, Charles W",R
N00046807,"Corrigan, Timothy P",R
N00046808,"Day, Tim",R
N00046809,"Stewart, John S",L
N00046810,"Mormando, Jason",R
N00046811,"Fricke, Michael",L
N00046812,"Landon, Shelli",R
N00046813,"Christensen, Chris",R
N00046814,"Vaughn, Chris",D
N00046815,"Hecker, Frank",R
N00046816,"Arlinghaus, Phil",R
N00046817,"Bivens, Noelle",D
N00046818,"Anders, Jacob",D
N00046819,"Davidson, Johnathan",R
N00046820,"Preston, Kyle",R
N00046821,"Esparza Mathis, Melissa",R
N00046823,"Austin, Al",R
N00046824,"Small, Edward Jr",3
N00046825,"McArthur, Matt",R
N00046826,"McReynolds, Laurie",R
N00046827,"Rowin, Kristen",R
N00046828,"Boson, Donovan",D
N00046829,"Heiskell, Truly",R
N00046830,"Allen, Gary",R
N00046831,"Orta, Tammy",R
N00046832,"Petrillo, Carmine",D
N00046833,"Penko, Brandon",R
N00046834,"Hamilton, Darren",L
N00046835,"Sackett, Mark",R
N00046836,"Haro, Osbert",D
N00046837,"Zavala, Diego",D
N00046838,"Lingsch, Rod",R
N00046839,"Alcoser, Rafael",D
N00046840,"Yacus, George",R
N00046841,"Miller, Daniel",R
N00046842,"Johnson, Dean",R
N00046843,"Van Orden, Derrick",R
N00046850,"Cavener, Mark",R
N00046851,"Stovall, Valencia",I
N00046852,"Alsager, Nick",R
N00046853,"Edwards, Jimmy",L
N00046855,"Hudson, Sharon Y",R
N00046856,"Hayes, Kevin",3
N00046857,"Stock, Andy",D
N00046858,"Williams, Perry Jr",D
N00046859,"Nesbit, April",I
N00046860,"Askar, Casey",R
N00046861,"Zannetos, Christopher",D
N00046862,"Lyons, Bobby",I
N00046863,"Anderson, Jared Lyle",D
N00046865,"Prentice, Gail",R
N00046866,"Fernandez, Veronica",I
N00046867,"Spry, Robert",D
N00046869,"Maye, Greg",D
N00046870,"Morris, Matthew",R
N00046871,"Theus, David",R
N00046872,"Figueiredo, Pedro",D
N00046874,"Rettew, Courtney",D
N00046877,"DeGrammont, Vic",R
N00046878,"Levy, Lauren Allison",D
N00046879,"Marc, Jonathan",D
N00046881,"Stanton-King, Angela",R
N00046883,"Lamb, Ryan",D
N00046884,"Costello, Scott",D
N00046887,"Wells, John",L
N00046889,"Ivey, Amber",I
N00046890,"Saleh, Senan",D
N00046891,"Greco, Carmelita",R
N00046892,"Woodland, Toya",3
N00046893,"Trares, Lynette",R
N00046894,"Nowak, Jeffrey",R
N00046895,"Al-Khatahtbeh, Amani",D
N00046896,"Sheehan, Will",D
N00046897,"Robinson, Mindy",R
N00046898,"Sullivan, Dennis",D
N00046899,"D'Ayr, Gabrielle",D
N00046900,"Tuman, Douglas",R
N00046901,"Winsteard, Olivia",D
N00046902,"Silk, Joseph",R
N00046903,"Ballard, Michael",R
N00046904,"Harbour, Joanna",R
N00046905,"Griffin, Lee",D
N00046906,"Williams, William Henry",D
N00046907,"Hill, Timothy",R
N00046909,"Hawk, David",R
N00046910,"Fleenor, Chad",R
N00046911,"Gorman, Meg",D
N00046912,"Holcomb, Trey",L
N00046913,"Martinez-Gomez, Adam",I
N00046914,"Mowrey, Christy",L
N00046915,"Welton, Renedria Ann",I
N00046917,"Levine, Rongerlis Cazel",D
N00046918,"Rodriguez, Jimmy",R
N00046919,"Skelton, Steven",L
N00046920,"DeTemple, Clifford James",R
N00046921,"Sanchez Hernandez, Jorge",D
N00046942,"Slowinski, Brian",L
N00046943,"Hamilton, Bob",R
N00046944,"Williams, Dartanyon",D
N00046948,"Williams, Lloyd",I
N00046949,"Morrell, Kent",R
N00046950,"Kimbrough, Robin",D
N00046951,"Henry, Jon",R
N00046952,"Pickrell, Mark",D
N00046953,"Morgan, Kacey",I
N00046955,"Turullols-Bonilla, Ricardo",I
N00046957,"Malkemus, Charleston",I
N00046958,"Pinckney, Steven",R
N00046959,"Timmon, Christine",R
N00046960,"Haynes, Keeda",D
N00046961,"Tuthill, Justin",R
N00046965,"Garcia, Lisa",I
N00046966,"Taylor, Kandiss",R
N00046967,"Bond, Tiffany",I
N00046968,"Burke, Daniel",I
N00046969,"Cassity, RO Joe",D
N00046970,"Thripp, Kristy",I
N00046971,"Nolan, Gerry",I
N00046972,"Caine, Scott",R
N00046973,"Kowal, Daniel",R
N00046975,"Hall, Julie",R
N00046977,"Turner, Laverne",R
N00046979,"Sanders, Gilbert",R
N00046980,"Coker, Lloyd",3
N00046981,"Sanders, Steven",I
N00046982,"Alvarez, Andrew",R
N00046993,"Malouf, Danny",L
N00046994,"Buckley, Jason",L
N00046995,"James, Naren",R
N00046996,"Giese, Susan Good",L
N00046998,"Osborne, John E.",R
N00046999,"Fay, Mary",R
N00047000,"Kerner, Anne",D
N00047002,"Kaneshiro, Elise",R
N00047003,"Jones, Nicholas",R
N00047004,"Kalonji, Jean-Paul",D
N00047006,"Linos, Natalia",D
N00047007,"Bomer, Articia",R
N00047008,"Wilkinson, Brandon",R
N00047009,"Grace, Dennis",L
N00047010,"Schaeffer, Tyler",L
N00047012,"Elfgren, William",R
N00047013,"Moran, Justin",R
N00047014,"Hobbs, Dustin C.",L
N00047015,"Watson, Tiffany Ann",D
N00047016,"MacRuari, Philip",I
N00047017,"Murray, Army",R
N00047018,"Howard, Jack",D
N00047019,"Spenser, Alex",D
N00047020,"Carey, Glenn",R
N00047021,"Fager, Travis A",R
N00047022,"Davis, Matthew",D
N00047023,"Dinkel, G Shane",R
N00047024,"Ross, Jason",R
N00047025,"Johannesen, Trace",R
N00047026,"Deyoung, JC",R
N00047027,"Hammon, Catherine Brencley",R
N00047028,"Latham, Rob",L
N00047029,"Cummings, Daniel Clyde",3
N00047030,"McNeill, Thomas G",3
N00047031,"Thompson, Cindy L.",R
N00047032,"Molnar, John",L
N00047033,"Betts, Nicholas",D
N00047034,"Chartrand, Derek",R
N00047035,"Jones, Evan",I
N00047036,"Ishii, David Tadashi",D
N00047037,"Campbell, Joshua",R
N00047038,"Maynard, Jackson",R
N00047055,"Wik, Daniel",D
N00047056,"Siadek, Gene",L
N00047058,"Schwartz, Robert",R
N00047059,"Verbeek, John",R
N00047061,"Rice, Donna",R
N00047062,"Cerreta, Damon",I
N00047063,"Waites, Keisha",D
N00047064,"Hamman, David",R
N00047065,"Soto, Rudy",D
N00047066,"Solorio, Jesus Jr",R
N00047067,"Strauss, Edward",L
N00047068,"Tucker, Ken",L
N00047069,"Rodenberger, James",L
N00047070,"James, Colby C",I
N00047071,"Leleux, Brandon",L
N00047072,"Colarusso, Caroline",R
N00047073,"Weeks, Adam",3
N00047074,"Lester, Les",D
N00047077,"Brown, Ronald",I
N00047078,"Ponterio, Shawn",I
N00047079,"Smoak, Justin Odell",I
N00047080,"Heines, Matthew David",I
N00047081,"Sloot, Sarena",R
N00047083,"Bacon, Mary",D
N00047090,"White, Alan",I
N00047091,"Wolf, Martha",I
N00047092,"Wenstrup, Peter",D
N00047093,"Murphy, Dustin",R
N00047096,"Warren, Luke",I
N00047097,"Holthus, Rolland",R
N00047098,"Wendt, Nathan",D
N00047099,"Debrine, James Kirk",D
N00047100,"Khaaliq, Haneefah",D
N00047102,"Ramos, Javier",D
N00047103,"Bolling, Shane",R
N00047104,"Griffin, Jim",R
N00047105,"Paglino, Justin",3
N00047106,"Fischer, Ford",L
N00047107,"Yasger, Ken",R
N00047108,"Siskin, Brooke",D
N00047109,"Castro, William Mendiola",R
N00047110,"McCorriston, Byron",I
N00047111,"Nagamine, Robert",R
N00047112,"Borchardt, Tim",R
N00047113,"Rhoades, Kevin",R
N00047114,"Castro, Carrie",D
N00047115,"Hall, John Henry",D
N00047116,"Sylwestrowicz, Andrew",D
N00047117,"Powers, William",R
N00047118,"Davis, Christopher",R
N00047119,"Frederick, Benjamin",D
N00047120,"Hullinger, Matthew",R
N00047122,"Davis, Jon",R
N00047123,"Merrill, Douglas",R
N00047124,"Ramey, Martin",R
N00047125,"Webster, Mike",D
N00047126,"O'Gabhann, James C III",D
N00047127,"Windholz, James",D
N00047128,"Taylor, Dennis",R
N00047129,"Houston, Kenny",D
N00047130,"Collier, Scott M",R
N00047131,"Ardito, Joseph",D
N00047132,"Morales, Joshua",R
N00047133,"Loeb, Eric",R
N00047134,"Cubero, Bryan Duval",R
N00047135,"Bero, Maxwell",D
N00047136,"Howard, Michael Jr",D
N00047137,"Madwolf, M.J.",R
N00047138,"Morgan, Marcia",D
N00047139,"Rogers, Patricia",R
N00047140,"Yadeta, Michael",R
N00047141,"Amede, Aaron",I
N00047143,"Barham, Jerry",R
N00047144,"Gibney, John",3
N00047145,"Reimers, Roland Clifford",D
N00047146,"Peterson, Steven",L
N00047148,"Rehinhart, Allen",D
N00047150,"Maridon, Joseph",I
N00047152,"Hernandez, Reynaldo",D
N00047153,"Nadell, Brian",R
N00047154,"Wilert, Victor",R
N00047155,"Brucato, George",D
N00047156,"Colley, Chris",D
N00047157,"Eason, Jennifer",D
N00047158,"Bingham, Rosalie",R
N00047159,"Rubinson, Barry",3
N00047160,"Desira, James",I
N00047161,"Harvey, Michael",R
N00047162,"Williams, Robert",D
N00047163,"Conley, Dylan",D
N00047164,"Bishop, Michael",R
N00047165,"Wright, Kathleen",3
N00047166,"Mccollum, John",R
N00047167,"Hackett, Mark",3
N00047168,"Quillen, Carter",R
N00047169,"Carbajal, Chase",I
N00047170,"Ransom, Travis",R
N00047171,"Sanchez, Michael David",I
N00047172,"Uy, Tim",R
N00047173,"LeMay, Eric",D
N00047174,"Siegel, Russell",R
N00047175,"Rhodes, Aarika",D
N00047192,"Knox, James",D
N00047194,"Sharpe, Thomas",I
N00047196,"Dunham, Keenan Wallace",L
N00047197,"Weikle, David",L
N00047200,"Cade, Devon",R
N00047201,"Dennehy, Ed",I
N00047203,"Salem, Khaled",D
N00047204,"Elkomous, Kenney",I
N00047205,"Vess, Joe",R
N00047207,"Adalia, Zoilo",3
N00047209,"Silva, Edgardo",I
N00047210,"Johnson, Daren Craig",3
N00047213,"Sanderman, Isaiah",I
N00047214,"Severino, Joseph",I
N00047215,"Warner, Andrew Gregg",L
N00047216,"Rhodes, James",D
N00047217,"Free, Kathleen",R
N00047218,"Carter, Lewis",3
N00047219,"Lemelle, Martin",D
N00047220,"Brady, Helen",R
N00047221,"Slepr, Amanda",3
N00047222,"Brown, Lance Chadwick",I
N00047223,"Gillespie, Alberder",D
N00047224,"Richter, Alter Eliezer",R
N00047225,"Mushnick, Jason",R
N00047226,"McCormick, Lisa",D
N00047227,"Goldfein, Josh",3
N00047228,"Burger, Harry",3
N00047230,"Rabin, Howard",L
N00047231,"Kelly, Brian W",R
N00047232,"Midonnet, Gilbert",L
N00047233,"Wallace, Garfield",R
N00047234,"Jean-Pierre, Constantine",R
N00047235,"Goldiner, Judith",3
N00047236,"Madrid, Michael",L
N00047237,"Akindude, Kemi",I
N00047238,"Santiago-Cano, Carlos",R
N00047239,"Kolln, Steven",L
N00047240,"Lang, Edward",I
N00047241,"Escoffery-Bey, Mark",D
N00047242,"Molina, Orlando",R
N00047244,"Parietti, Michael",3
N00047245,"Alexander, Victoria",L
N00047246,"Price, Keith",L
N00047247,"Kolstee, Andrew",L
N00047248,"Gammariello, Michael",3
N00047249,"Phelps, Nicholas",L
N00047252,"Hopkins, Rhonda",R
N00047253,"Argo, John",D
N00047254,"Slemmons, David",D
N00047255,"Sipes, Trevor",R
N00047256,"White, Bob",L
N00047257,"Merrick, Jake A",R
N00047258,"Pringle, Charles Tuffy",R
N00047260,"Woodard, Rashawn Sr",I
N00047261,"Adkins, Jay",R
N00047262,"Scheirman, Elliott",L
N00047264,"Fallon, Patrick",R
N00047265,"Schell, Christopher Mr.",R
N00047267,"Luciani, Aaron James",I
N00047268,"Wright, Tracy",R
N00047269,"Major, Stephen",R
N00047270,"Bailey, Corey",I
N00047272,"Grey Bull, Lynnette",D
N00047274,"Rios, Angel",D
N00047321,"Franklin, Nathan Ethan",3
N00047322,"Miller, John",R
N00047323,"Lowndes, Kenneth",R
N00047324,"Hilliard, Maggie Jo",D
N00047325,"Sharpensteen, John",D
N00047326,"Grider, Louis",R
N00047328,"Bourgeois, John Paul",I
N00047329,"Wright, Mary",I
N00047330,"Anagnos, Eugene",R
N00047333,"Tompkins, John",R
N00047334,"Schuster, David",R
N00047335,"Roselli, Star",R
N00047337,"Shepard, Timothy",D
N00047338,"Sleister, Nick",D
N00047340,"O'Meara, Billy",I
N00047344,"Hasty, Matthew",R
N00047345,"Davis, Chance",I
N00047357,"John, Xan",I
N00047360,"Martineau, Cassandra",3
N00047361,"Williams, Nikema Natassha",D
N00047362,"Olson, Nancy",R
N00047363,"Harris, Braylon",D
N00047364,"Clark, Dennis",I
N00047365,"Worthen, Bob",R
N00047366,"George, Shekema",I
N00047383,"Perkins, Adrian",D
N00047384,"Sigler, Aaron",L
N00047385,"Fogg, Raymond Jr",I
N00047386,"Jolley, Richard",R
N00047387,"Martin, Kyle",D
N00047388,"Rivera, Hector",I
N00047389,"Oliver, Chase",L
N00047390,"Hall, Kwanza",D
N00047391,"Gibson, Ben",R
N00047392,"Bruckner, Katherine",D
N00047393,"Rogers, Anthony",R
N00047394,"Furman, Alex",L
N00047395,"Schulte, Martin",L
N00047396,"Rezabek, Megan",D
N00047397,"Hess, RH",R
N00047398,"Woodward, Weldon",R
N00047399,"Dominick, Robin",L
N00047400,"Ross, Gena",D
N00047401,"Vanstory, Kevin",R
N00047402,"Schmitz, Tom",L
N00047403,"Baker, Richard",R
N00047404,"Cansler, Chance",R
N00047405,"Miller, Chuck",R
N00047406,"Williams, Nichole",R
N00047407,"Sharp, Randy",R
N00047408,"Skinner, Hollis",D
N00047409,"Willamson, Savannah",D
N00047410,"Strong, Corey",D
N00047411,"Golder, James",R
N00047412,"Hart, Cody",R
N00047414,"Ilonummi, Kari",R
N00047415,"Kennedy, Carrie",R
N00047416,"Gray, Devin",D
N00047417,"Ray, Davy",D
N00047418,"Cooper, Ryan",L
N00047419,"O'Regan, Brendan",I
N00047420,"Alberg, Johny",R
N00047421,"Welton, Chris",R
N00047422,"Lewis, Rick",I
N00047423,"Burkett, Ryan",I
N00047424,"Besada, Jorge",L
N00047425,"Johnson, Ralph",R
N00047426,"Buckley, Todd",I
N00047427,"Flayer, Jordan",R
N00047433,"Harrington, Ricky Dale Jr",L
N00047434,"Garcia, Bo",D
N00047435,"Berland, Lance",R
N00047436,"Berman, John",R
N00047437,"Ellis, Derek",R
N00047438,"Roberts, Steve",R
N00047439,"Robles, Gabriel",R
N00047440,"Mazzuchelli, Edward James",I
N00047441,"Bradshaw, Marquita",D
N00047442,"Adkins, Clifford",R
N00047443,"Dicus, Terry",R
N00047445,"Tugatuk, Ray Sean",D
N00047446,"Crichton, Oreta Tufaga-Mapu",D
N00047448,"Keltie, Rebecca",3
N00047450,"Purcell, Catherine",I
N00047451,"Millado, Joe",R
N00047452,"Yasmine, Sufiyah",3
N00047453,"Curnow, Jacob",I
N00047454,"Miller, KW",3
N00047455,"Post, Patrick",I
N00047456,"Caravetta, Sylvia",I
N00047457,"Knepper, Howard",3
N00047458,"Franklin, Robert",D
N00047460,"Dickens, James",R
N00047461,"Smith, Taylor",R
N00047462,"Lee, Brenda",D
N00047463,"Bond, Steven",R
N00047464,"Gottschalk, Karla",R
N00047465,"Love, Nicholas",R
N00047466,"Quel, Raymond",R
N00047467,"San Nicolas, Felipe",R
N00047468,"Burrus, Ron",3
N00047470,"Snowden, Phillip",D
N00047471,"Williams, Dartanyon",D
N00047472,"Boren, Benjamin",L
N00047473,"Rood, Bill",3
N00047474,"Davis, Leslie",R
N00047475,"Forslund, Tiffini Flynn",D
N00047476,"Moore, Michael",3
N00047477,"Gruenhagen, Alycia",D
N00047478,"Louwagie, William",R
N00047479,"Anderson, Rae Hart",3
N00047480,"Shores, Kevin ""Nese""",3
N00047481,"Johnson, Slater",3
N00047482,"Schwartzbacker, Judith",3
N00047483,"Richards, Audrey",I
N00047485,"Weber, Martin B",I
N00047487,"Pinero, Luis Roberto",3
N00047488,"Henriquez, Ada Norah",3
N00047490,"Brown, Ted",L
N00047492,"Corbo, Ralph",D
N00047493,"Berry, Miriam",R
N00047494,"Brimmer, Chris",3
N00047495,"Haggit, Jeff",3
N00047496,"Prebola, Crystal",R
N00047512,"Howe, John",3
N00047514,"Evans, Stephan",3
N00047516,"Hassan, Ahmad",D
N00047517,"Berman, John",R
N00047518,"Gail, Cynthia",R
N00047519,"Reibestein, James",R
N00047520,"Steinberg, Oliver",3
N00047521,"O''Connor, Kevin",3
N00047523,"Schuster, David",R
N00047524,"Casner, Ken",D
N00047525,"Armstrong, R Mark",R
N00047526,"Kemler, Michael",R
N00047527,"Lucero, Robert",D
N00047535,"Stripling, Karen",I
N00047537,"Muhammad, Steven",I
N00047539,"Rushing, Jule",I
N00047544,"Lagarde, Jesse",D
N00047546,"Manley, Michael",I
N00047555,"Everett, Theresa",I
N00047559,"Bjelobrk, Matthew",R
N00047560,"Erdman, Olivia Claire",I
N00047569,"Terwilliger, Liz",L
N00047574,"Jones, Tracy Shawn",I
N00047599,"Colter, Amy",R
N00047601,"Armas, David Michael",I
N00047604,"Davida, Edward",I
N00047606,"Mirzoeff, Joseph",D
N00047607,"Fitchette, Khaliah",I
N00047608,"Hoffman, Shane",I
N00047609,"McGraw, Albert Douglas",R
N00047610,"Foster, David",I
N00047611,"Boswell, Matt",D
N00047612,"Jaye, Brian",D
N00047623,"Krautmann, Paul",D
N00047626,"Owens, Roy",I
N00047627,"Lott, Jon",3
N00047628,"Solis, Jerry",I
N00047628,"Solis, Jerry",R
N00047629,"Saliba, Mike",L
N00047632,"Vellucci, Louis A",I
N00047633,"Onuoha, Christian",R
N00047635,"Cosner, Shawn",I
N00047636,"Fox-Spencer, Belinda",I
N00047637,"Griffith, William",D
N00047638,"Margus, Robert",D
N00047670,"Gomez, Blanca",D
N00047671,"Franklin, Barbara Washington",I
N00047673,"Nichols, Beatrice",R
N00047675,"Norris, Ryan",D
N00047699,"Urbina, Erik",R
N00047700,"Thach, Mary Glory",I
N00047701,"Autiameineire, Fepbrina Estrelvia",I
N00047702,"Barlow, Evan",I
N00047705,"Schlass, Brandon",3
N00047706,"Brennan, Brett",3
N00047707,"Jones, Miko",3
N00047708,"Stephens, Karen",3
N00047709,"Rodriguez, Roxanne",3
N00047710,"Hendrix, Taliban",3
N00047711,"Risselman, Ryan",3
N00047712,"Kok, Jan",3
N00047713,"Furey, Kyle",L
N00047714,"Fiorino, Paul",3
N00047715,"Atkinson, Thom",L
N00047716,"Keil, John",L
N00047717,"Ireland, Laura",3
N00047718,"Duffett, Ed",L
N00047719,"Biles, Ken",L
N00047720,"Olszta, David",3
N00047721,"Peng, Yusheng",3
N00047722,"Walczak, Bruce W.",I
N00047723,"Hynes, Patrick",L
N00047724,"Lowery, Amir",I
N00047725,"Musa, Omari",I
N00047726,"Rogers, David",L
N00047727,"Hill, Jamelle",3
N00047729,"Wilda, Thomas",3
N00047730,"Petrilli, George",D
N00047731,"Harris, Glenn Adrian",D
N00047732,"Schilling, David",R
N00047733,"Vincent, Sheldon Sr",R
N00047735,"Guillory, Allen",R
N00047736,"Sloan, Shannon",L
N00047737,"Riekse, Max",L
N00047738,"Van Sickle, Gerald T",3
N00047739,"Canny, David",L
N00047740,"Depoy, Jeff",L
N00047741,"Hartman, Joe",L
N00047742,"Everett, Theresa (Terri)",3
N00047743,"Olding, Andrew",L
N00047744,"Ehrnstrom, Jesse",L
N00047745,"Harvey, Jenna",3
N00047746,"Pachuta, Andrew",3
N00047747,"Auriemma, Chris",3
N00047748,"Khalfani, Akil",3
N00047749,"Mirrione, John",L
N00047750,"Cody, Kenneth",3
N00047751,"Naham, Joseph R",3
N00047752,"Sanchez, Jay",L
N00047753,"Davis, Angela",3
N00047754,"Werch, Robert",L
N00047755,"Diblasi, Alex",3
N00047756,"Hoffay, Daniel",3
N00047757,"Solomon, Josh",L
N00047758,"Rix, Matthew",L
N00047759,"Luallin, Randy",L
N00047760,"Holder, Steve",I
N00047761,"Campbell, Matthew",I
N00047762,"Hysell, Amber",I
N00047763,"Sweitzer, Keith Douglas",I
N00047764,"Dillard, Jon",I
N00047765,"Antonelli, Lou",L
N00047766,"Black, Melanie",L
N00047767,"Sosa, Jose R.",L
N00047768,"Eriksen, Roy",L
N00047769,"Westbrook, Jack",L
N00047770,"Burnes, Joe",L
N00047771,"DiBianca, Arthur",L
N00047772,"LeBlanc, Joseph",L
N00047773,"Villela, Beto",L
N00047774,"Congdon, Bekah",L
N00047775,"Scott, Jonathan",I
N00047776,"Royal, Chris",I
N00047777,"Abbey, Chad",L
N00047779,"Helali, Christopher",3
N00047780,"Becker, Peter",I
N00047781,"Horne, Marcia",I
N00047782,"Orr, Shawn",I
N00047783,"Perez, Julio",R
N00047784,"Johnson, Orlando",R
N00047785,"Khan, Mumin",D
N00047786,"Houlahan, Stephen",D
N00047787,"Vibe, Rome",D
N00047788,"Thompson, Ryan",I
N00047789,"Hamilton, Wendy",D
N00047790,"Hartpence, Kenneth",R
N00047796,"Littles, Mark",R
N00047798,"Erickson, Lily",D
N00047799,"Russ, David",R
N00047803,"Stewart, Kevin",I
N00047805,"McCormick, Thomas",3
N00047819,"Beckett, Christopher",3
N00047820,"Chilton, Adam",3
N00047821,"Dorchester, Matthew ""Doc""",3
N00047822,"Glenn, Nicholas N.",3
N00047823,"Kapadia, Perry",3
N00047824,"Rodriguez, Benjamin",3
N00047825,"Rodriguez, Joshua",3
N00047826,"Schiess, John",3
N00047827,"Simmons, Debbie",3
N00047828,"Stewart, Buzz",3
N00047829,"Doyle, Daniel",3
N00047831,"Skelly, Danny",3
N00047833,"Slade, Joy Felicia",D
N00047834,"Jackson, Annette Davis",R
N00047835,"Greene, Michael Todd",I
N00047836,"Mack, Rod",I
N00047837,"Black, David F.",3
N00047838,"Teegarden, Randall Lee",I
N00047839,"Knight, David Drew",D
N00047840,"Daret, Reno Jean III",I
N00047841,"Price, Melinda Mary",I
N00047842,"Dye, Gary",L
N00047843,"Grunau, Jeffrey",I
N00047844,"Henley, Ronnie",I
N00047845,"Hooper, Steven",I
N00047846,"James, Aaron",I
N00047847,"Stansberry, Eric William",I
N00047848,"Moran, David",L
N00047849,"Herle, Dhruva",D
N00047850,"Zhou, Lily",R
N00047854,"Boyette, Hayden",I
N00047855,"Anabilah-Azumah, Joel",I
N00047856,"Searle, Austin",D
N00047857,"Kirby, Robert",D
N00047858,"Tanaka, Greg",D
N00047859,"Parra, Nicole",D
N00047860,"Volotzky, Lucie",R
N00047861,"Legnani, Andrew",D
N00047863,"Eldon, Tony",D
N00047864,"Sharief, Barbara",D
N00047865,"Corbin, Mike",R
N00047866,"Wright-McCullum, Glenda",I
N00047867,"Bowman, Raleigh",D
N00047868,"Williams, Marsha",I
N00047869,"Ruiz, Michael",D
N00047870,"Keuneke, Jeff",R
N00047871,"Stansbury, Melanie",D
N00047872,"Dunn, Aubrey",I
N00047873,"McGinn, Randi",D
N00047874,"Huq, Muzib",D
N00047875,"Brown, Shontel",D
N00047877,"Allen, Brian",R
N00047878,"Hood, Gerald",R
N00047879,"Squires, Jim",D
N00047880,"Mason, Jessica",D
N00047888,"Padilla, Alex",D
N00047889,"Weil, Joshua",D
N00047890,"Biery, David",I
N00047893,"Zink, Jeff",R
N00047894,"Wilson, Daniel",I
N00047895,"Rosado, Tony",I
N00047896,"Lirette, Greg",R
N00047897,"Byrd, Colin",D
N00047904,"Burks, Courtney",I
N00047905,"Gaddis, Joshua",R
N00047906,"Mitchell, Marissa",R
N00047907,"Daniel, Matt",D
N00047908,"Larivee, Ben",D
N00047909,"Holmes, Jim",D
N00047910,"Jackson, Jana",R
N00047912,"Jedeikin, Mathew",D
N00047913,"Marshall, Derek",D
N00047914,"Sigala, Angelina",D
N00047915,"Phillips, Jeff",D
N00047917,"Roberts, Joseph",R
N00047919,"Jacobs, Matt",R
N00047921,"DePaolis, Gio",I
N00047922,"Braun, Jonathan",D
N00047923,"Aazami, Shervin",D
N00047924,"Moreira, Elizabeth",D
N00047925,"Castillo, Saul",D
N00047926,"Balasinski, Chris",I
N00047927,"Hosanna, Judah",R
N00047928,"Wilhelm, Colin",D
N00047929,"Smith, Gregg",D
N00047930,"Donovan, Kerry",D
N00047932,"In'Am Hadil, Naziha Karima",D
N00047933,"Sandoval, Sol",D
N00047934,"Faust, Kyle",D
N00047935,"Hrezi, Muad",D
N00047936,"France, Mike",R
N00047938,"Lopez, Luna",R
N00047939,"Ramcharran, Lily",D
N00047940,"Miranda-Padilla, Ben",D
N00047941,"Lambert, Dan",D
N00047942,"Feit, Keith",R
N00047943,"Young, Rubin",R
N00047944,"Kilpatrick, Heather",D
N00047945,"Singleton, Neil",R
